,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
3726,100,0,190,0.0,0,1.0028,164193.23,,,1.00243,10832.0,1.0028,5418.0,1.002677,8.38995,19,0_190_100
3917,100,0,200,0.0,0,1.0028,164193.23,,,1.00243,8124.0,1.0028,5418.0,1.002652,7.2705746,20,0_200_100
4108,100,0,210,0.0,0,1.0028,164193.23,,,1.00243,16248.0,1.0028,5418.0,1.002708,10.809898,21,0_210_100
4299,100,0,220,0.0,0,1.0028,164193.23,,,1.00243,16248.0,1.0028,5418.0,1.002708,10.089874,22,0_220_100
4490,100,0,230,0.0,0,1.003911,164193.23,,,1.003541,2711.0,1.003911,2712.0,1.003726,-5.490184,23,0_230_100
4681,100,0,240,0.0,0,1.003911,164193.23,,,1.003541,5422.0,1.003911,5424.0,1.003726,1.4698505,24,0_240_100
4872,100,0,250,0.0,0,1.003911,164193.23,,,1.003541,2711.0,1.003911,5424.0,1.003664,-1.8298626,25,0_250_100
5063,100,0,260,0.0,0,1.003541,164517.4,,,1.0028,16254.0,1.003541,5394.89,1.003356,-3.8701296,26,0_260_100
5254,100,0,270,0.0,0,1.003911,164517.4,,,1.00317,13550.0,1.003911,2712.0,1.003787,-23.120045,27,0_270_100
5445,100,0,280,0.0,0,1.003911,366746.84,,,1.00317,16260.0,1.003911,2712.0,1.003805,-24.340153,28,0_280_100
5636,100,0,290,0.0,0,1.003911,392464.51,,,1.003541,2711.0,1.003911,5424.0,1.003664,-11.839867,29,0_290_100
5827,100,0,300,0.0,0,1.004651,402946.08,1.004651,1.004651,1.003541,8133.0,1.004651,5428.0,1.004207,-19.40012,30,0_300_100
6018,100,0,310,0.0,0,1.004281,402946.08,1.004281,1.004281,1.003541,6750.39,1.004281,11475.99,1.003815,-9.570122,31,0_310_100
6209,100,0,320,0.0,0,1.003911,403270.25,1.003911,1.003911,1.003541,2711.0,1.003911,30726.96,1.003571,18.50009,32,0_320_100
6400,100,0,330,0.0,0,1.0028,403270.25,1.0028,1.0028,1.00169,3084.84,1.0028,6284.88,1.002056,31.780005,33,0_330_100
6591,100,0,340,0.0,0,1.0028,403270.25,1.0028,1.0028,1.00169,378.84,1.0028,6284.88,1.001753,34.12962,34,0_340_100
6782,100,0,350,0.0,0,1.0028,403270.25,1.0028,1.0028,1.00169,9308.64,1.0028,8993.88,1.002255,26.420355,35,0_350_100
6973,100,0,360,0.0,0,1.0028,403270.25,1.0028,1.0028,1.00169,12014.64,1.0028,19829.88,1.002109,26.509762,36,0_360_100
7164,100,0,370,0.0,0,1.00317,403270.25,1.00317,1.00317,1.0028,6257.79,1.00317,28834.4,1.002866,22.879839,37,0_370_100
7355,100,0,380,0.0,0,1.005762,402946.08,1.005762,1.005762,1.005021,11810.25,1.005762,10433.28,1.005415,-4.5001507,38,0_380_100
7546,100,0,390,0.0,0,1.005762,402946.08,1.005762,1.005762,1.005021,14525.25,1.005762,10433.28,1.005452,-13.309717,39,0_390_100
7737,100,0,400,0.0,0,1.005762,402946.08,1.005762,1.005762,1.005021,14525.25,1.005762,10433.28,1.005452,-11.379719,40,0_400_100
7928,100,0,410,0.0,0,1.005392,402946.08,1.005392,1.005392,1.005021,11810.25,1.005392,5432.0,1.005275,-5.0002337,41,0_410_100
8119,100,0,420,0.0,0,1.005021,402946.08,1.005021,1.005021,1.004651,12647.24,1.005021,6434.55,1.004897,-4.130006,42,0_420_100
8310,100,0,430,0.0,0,1.005392,402946.08,1.005392,1.005392,1.005021,10968.6,1.005392,8310.96,1.005232,9.930134,43,0_430_100
8501,100,0,440,0.0,0,1.005392,402946.08,1.005392,1.005392,1.005021,3773.85,1.005392,13742.96,1.005101,14.619827,44,0_440_100
8692,100,0,450,0.0,0,1.005021,402946.08,1.005021,1.005021,1.003911,2983.2,1.005021,5430.0,1.004305,25.520325,45,0_450_100
8883,100,0,460,0.0,0,1.004651,402946.08,1.004651,1.004651,1.004281,6402.68,1.004651,6649.3,1.004463,7.3695183,46,0_460_100
9074,100,0,470,0.0,0,1.005021,402946.08,1.005021,1.005021,1.004651,7382.08,1.005392,9044.28,1.004984,19.299984,47,0_470_100
9265,100,0,480,0.0,0,1.005392,402946.08,1.005392,1.005392,1.004651,7382.08,1.005392,9044.28,1.004984,19.379854,48,0_480_100
9456,100,0,490,0.0,0,1.007242,402946.08,1.007242,1.007242,1.006502,12860.87,1.007242,95235.0,1.00659,1.219511,49,0_490_100
9647,100,0,500,0.0,0,1.007242,402946.08,1.007242,1.007242,1.006872,9139.2,1.007242,16326.0,1.007005,5.1903725,50,0_500_100
9838,100,0,510,0.0,0,1.007242,402946.08,1.007242,1.007242,1.006872,17299.2,1.007242,10884.0,1.007099,4.220009,51,0_510_100
10029,100,0,520,0.0,0,1.006132,402946.08,1.006132,1.006132,1.005392,271.6,1.006502,3860.98,1.005465,7.779598,52,0_520_100
10220,100,0,530,0.0,0,1.007242,402946.08,1.007242,1.007242,1.006872,19040.0,1.007242,33767.61,1.007006,-30.170082,53,0_530_100
10411,100,0,540,0.0,0,1.007242,402946.08,1.007242,1.007242,1.006872,19720.0,1.007242,57277.05,1.006967,-8.270144,54,0_540_100
10602,100,1,0,60102.33,-1,0.99931,188260.15,,,0.99931,6240.78,1.000059,533.8,1.0,-3.0899048,55,1_0_100
10793,100,1,10,53590.36,-1,1.000059,194772.13,,,1.000059,186.83,1.000434,5340.0,1.000072,-1.8900633,56,1_10_100
10984,100,1,20,53376.85,-1,0.999684,194985.63,,,0.999684,8911.12,1.000059,10115.51,0.99986,-1.1301041,57,1_20_100
11175,100,1,30,53376.85,-1,0.999684,194985.63,,,0.999684,7176.92,1.000059,12784.51,0.999819,0.17046928,58,1_30_100
11366,100,1,40,53376.85,-1,0.999684,194985.63,,,0.999684,7176.92,1.000059,10115.51,0.99984,1.1599064,59,1_40_100
11557,100,1,50,52896.46,-1,0.999684,195466.03,,,0.999684,2881.44,1.000059,18789.76,0.999734,-4.429817,60,1_50_100
11748,100,1,60,52896.46,-1,0.99931,195466.03,,,0.99931,8267.7,0.999684,10752.04,0.999473,0.07033348,61,1_60_100
11939,100,1,70,52816.39,-1,0.999684,195546.09,,,0.999684,2668.0,1.000059,10676.0,0.999759,-3.5697222,62,1_70_100
12130,100,1,80,52816.39,-1,0.999684,195546.09,,,0.999684,2668.0,1.000059,10115.51,0.999763,-2.9200315,63,1_80_100
12321,100,1,90,52816.39,-1,0.999684,195546.09,,,0.999684,13340.0,1.000059,10115.51,0.999897,-6.9499016,64,1_90_100
12512,100,1,100,52816.39,-1,0.999684,195546.09,,,0.999684,8004.0,1.000059,10115.51,0.99985,-7.249713,65,1_100_100
12703,100,1,110,52816.39,-1,0.99931,195546.09,,,0.99931,2907.03,0.999684,7817.24,0.999411,-1.090169,66,1_110_100
12894,100,1,120,49934.04,-1,0.99931,198428.44,,,0.99931,8241.03,0.999684,1520.76,0.999626,-7.029772,67,1_120_100
13085,100,1,130,49934.04,-1,0.99931,198428.44,,,0.99931,8241.03,1.000059,22446.29,0.999511,-6.290078,68,1_130_100
13276,100,1,140,49934.04,-1,0.99931,198428.44,,,0.99931,8241.03,1.000059,17108.29,0.999553,-11.950135,69,1_140_100
13467,100,1,150,49934.04,-1,0.99931,198428.44,,,0.99931,8241.03,1.000059,19750.6,0.99953,-9.980202,70,1_150_100
13658,100,1,160,49934.04,-1,0.99931,198428.44,,,0.99931,8241.03,1.000059,19750.6,0.99953,-19.429922,71,1_160_100
13849,100,1,170,49853.98,-1,0.99931,198508.51,,,0.99931,10908.03,1.000059,20631.37,0.999569,-18.110275,72,1_170_100
14040,100,1,180,35121.97,-1,0.998935,215749.23,,,0.998935,10930.6,0.99931,8481.06,0.999146,-8.5401535,73,1_180_100
14231,100,1,190,35121.97,-1,0.998935,215749.23,,,0.998935,13596.6,0.99931,8481.06,0.999166,-9.260178,74,1_190_100
14422,100,1,200,35121.97,-1,0.99856,215749.23,,,0.99856,4264.0,0.998935,16475.88,0.998637,2.4104118,75,1_200_100
14613,100,1,210,35121.97,-1,0.99856,215749.23,,,0.99856,6929.0,0.998935,26686.66,0.998637,8.989573,76,1_210_100
14804,100,1,220,29730.91,-1,0.997061,221140.29,,,0.997061,13305.0,0.998186,11828.16,0.997657,15.720129,77,1_220_100
14995,100,1,230,29730.91,-1,0.997061,221140.29,,,0.997061,15966.0,0.998186,9164.16,0.997776,19.8102,78,1_230_100
15186,100,1,240,25914.46,-1,0.997811,224956.74,,,0.997811,23967.0,0.99856,8128.25,0.998371,14.669895,79,1_240_100
15377,100,1,250,31118.7,-1,0.998186,227759.02,,,0.998186,2664.0,0.998935,19435.14,0.998276,14.009476,80,1_250_100
15568,100,1,260,31519.03,-1,0.998186,231655.53,,,0.998186,10576.08,1.000059,14305.84,0.998983,9.380579,81,1_260_100
15759,100,1,270,34187.87,-1,0.99931,263681.64,,,0.99931,8001.0,1.000059,10569.24,0.999633,-6.5100193,82,1_270_100
15950,100,1,280,36429.7,-1,0.99931,266350.48,,,0.99931,10668.0,1.000059,14973.09,0.999622,-3.0100346,83,1_280_100
16141,100,1,290,0.0,0,0.99931,317485.51,,,1.000059,5338.0,1.000434,2670.0,1.000309,-7.2199106,84,1_290_100
16332,100,1,300,28129.6,-1,1.000059,365844.93,0.979076,0.99931,1.000059,2669.0,1.000434,2296.2,1.00026,-5.2398443,85,1_300_100
16523,100,1,310,28129.6,-1,1.000059,365844.93,0.979076,1.000059,1.000059,16894.77,1.000434,4405.5,1.000356,-3.0201674,86,1_310_100
16714,100,1,320,26021.21,-1,1.000059,367953.32,0.979826,1.000059,1.000059,16921.46,1.000434,2803.5,1.00038,-9.080172,87,1_320_100
16905,100,1,330,26021.21,-1,0.99931,367953.32,0.979826,0.99931,0.99931,5334.0,0.999684,5469.4,0.999495,-11.979938,88,1_330_100
17096,100,1,340,26021.21,-1,0.99931,367953.32,0.979826,0.99931,0.99931,6214.11,0.999684,8137.4,0.999472,-17.430187,89,1_340_100
17287,100,1,350,26021.21,-1,0.99931,367953.32,0.979826,0.99931,0.99931,8881.11,0.999684,6643.32,0.999524,-9.440184,90,1_350_100
17478,100,1,360,25887.77,-1,0.999684,368086.76,0.979826,0.99931,0.999684,6163.08,1.000059,16040.69,0.999788,-13.599992,91,1_360_100
17669,100,1,370,25887.77,-1,0.999684,368086.76,0.979826,0.99931,0.999684,5336.0,1.000059,11156.42,0.999806,-14.3402815,92,1_370_100
17860,100,1,380,25887.77,-1,0.99931,368086.76,0.979826,0.99931,0.99931,8881.11,0.999684,12966.48,0.999462,-10.300279,93,1_380_100
18051,100,1,390,23859.45,-1,0.997436,368113.45,0.979826,0.997061,0.997436,21296.0,0.99856,15323.75,0.99809,-0.01013279,94,1_390_100
18242,100,1,400,22871.98,-1,0.997061,368113.45,0.979826,0.997061,0.997061,18972.93,0.997811,10652.0,0.997542,7.1799755,95,1_400_100
18433,100,1,410,23726.01,-1,0.998186,370248.52,0.979826,0.998186,0.998186,27652.32,0.99856,11113.05,0.998453,-3.3402443,96,1_410_100
18624,100,1,420,23726.01,-1,0.998186,370248.52,0.979826,0.998186,0.998186,16197.12,0.99856,18894.85,0.998359,-1.5097857,97,1_420_100
18815,100,1,430,20816.97,-1,0.998186,373157.56,0.979826,0.998186,0.998186,9377.28,0.99856,3304.6,0.998463,-4.479885,98,1_430_100
19006,100,1,440,20816.97,-1,0.998186,373157.56,0.99294,0.998186,0.998186,14705.28,0.99856,11299.6,0.998397,-2.080202,99,1_440_100
19197,100,1,450,20816.97,-1,0.998186,373157.56,0.99294,0.997811,0.998186,3862.8,0.99856,13964.6,0.998267,1.5604496,100,1_450_100
19388,100,1,460,12169.92,-1,0.998186,381804.61,0.995937,0.998186,0.998186,17182.8,0.99856,7995.0,0.998441,-3.6501884,101,1_460_100
19579,100,1,470,4163.39,-1,0.998186,389811.14,0.997061,0.998186,0.998186,11854.8,0.99856,19481.15,0.998327,-12.940168,102,1_470_100
19770,100,1,480,0.0,0,0.998186,393974.53,0.998186,0.998186,0.998186,5887.44,0.99856,13325.0,0.9983,-10.640025,103,1_480_100
19961,100,1,490,0.0,0,0.997811,392987.06,0.997811,0.997811,0.997811,9134.09,0.998186,7992.0,0.998011,-10.200143,104,1_490_100
20152,100,1,500,0.0,0,0.997811,392987.06,0.997811,0.997811,0.997811,5326.0,0.998186,7992.0,0.997961,-9.899735,105,1_500_100
20343,100,1,510,0.0,0,0.997811,392987.06,0.997811,0.997811,0.997811,5911.86,0.99856,10660.0,0.998078,-15.94007,106,1_510_100
20534,100,1,520,0.0,0,0.997061,390985.43,0.997061,0.997061,0.997061,26955.93,0.998186,10656.0,0.997867,-14.259815,107,1_520_100
20725,100,1,530,0.0,0,0.996687,389997.96,0.996687,0.996687,0.996687,1170.4,0.997436,11659.56,0.996755,-0.37014484,108,1_530_100
20916,100,1,540,0.0,0,0.996687,389997.96,0.996687,0.996687,0.996312,6035.93,0.998186,7992.0,0.997119,-4.02987,109,1_540_100
21107,100,2,0,0.0,0,1.000425,98785.09,,,0.999348,9883.2,1.000425,6437.97,1.0,-4.990101,110,2_0_100
21298,100,2,10,0.0,0,1.000425,98785.09,,,0.999348,9883.2,1.000425,6437.97,1.0,-12.120008,111,2_10_100
21489,100,2,20,0.0,0,1.000425,98785.09,,,0.999348,9883.2,1.000425,6549.45,0.999996,-19.469856,112,2_20_100
21680,100,2,30,0.0,0,1.000425,98785.09,,,0.999348,9883.2,1.000425,6605.19,0.999993,-20.629765,113,2_30_100
21871,100,2,40,0.0,0,1.000425,98785.09,,,0.999348,7099.2,1.000425,6187.14,0.999923,-21.679996,114,2_40_100
22062,100,2,50,0.0,0,1.000425,98785.09,,,0.999348,15451.2,1.000425,6075.66,1.000121,-37.040115,115,2_50_100
22253,100,2,60,910600.14,-1,0.999707,193948.61,,,0.997194,8334.0,1.000425,6187.14,0.999051,-24.309753,116,2_60_100
22444,100,2,70,0.0,0,0.99863,107253.97,,,0.994322,2770.0,0.998989,445.28,0.998345,-30.660034,117,2_70_100
22635,100,2,80,0.0,0,0.997912,107253.97,,,0.994322,9750.4,0.99863,2893.28,0.997647,-2.71976,118,2_80_100
22826,100,2,90,0.0,0,0.997912,107253.97,,,0.994322,9750.4,0.99863,2782.0,0.997677,4.3797493,119,2_90_100
23017,100,2,100,0.0,0,0.998271,107253.97,,,0.994322,14542.5,0.998271,2808.81,0.997634,2.0098686,120,2_100_100
23208,100,2,110,0.0,0,0.997912,107253.97,,,0.994322,14542.5,0.998271,13821.57,0.996351,21.059513,121,2_110_100
23399,100,2,120,0.0,0,0.995758,107253.97,,,0.994322,2770.0,0.996835,166.62,0.996693,26.979446,122,2_120_100
23590,100,2,130,0.0,0,0.995758,107253.97,,,0.994322,2770.0,0.996835,2943.62,0.995542,37.82034,123,2_130_100
23781,100,2,140,0.0,0,0.998989,107253.97,,,0.996117,2775.0,0.998989,2783.0,0.997553,16.249418,124,2_140_100
23972,100,2,150,0.0,0,0.998989,107253.97,,,0.996117,6105.0,0.998989,2783.0,0.998091,10.3497505,125,2_150_100
24163,100,2,160,0.0,0,0.99863,107253.97,,,0.996117,3330.0,0.998989,2783.0,0.997683,13.669729,126,2_160_100
24354,100,2,170,0.0,0,0.99863,107253.97,,,0.996117,8880.0,0.998989,2783.0,0.998305,40.39049,127,2_170_100
24545,100,2,180,0.0,0,0.99863,119929.44,,,0.996476,16656.0,0.999348,139.2,0.999324,18.700361,128,2_180_100
24736,100,2,190,0.0,0,0.999168,119929.44,,,0.997553,5558.0,0.999348,139.2,0.999304,18.34035,129,2_190_100
24927,100,2,200,0.0,0,0.999168,119929.44,,,0.997553,5558.0,0.999348,139.2,0.999304,19.439459,130,2_200_100
25118,100,2,210,0.0,0,0.998989,119929.44,,,0.997553,8337.0,0.999348,139.2,0.999318,37.74047,131,2_210_100
25309,100,2,220,0.0,0,0.999348,119929.44,,,0.997553,8337.0,0.999348,139.2,0.999318,32.130478,132,2_220_100
25500,100,2,230,917313.96,-1,1.00186,187234.79,,,1.00186,6112.29,1.003296,6260.8,1.00257,1.2397766,133,2_230_100
25691,100,2,240,0.0,0,0.999707,537802.05,,,0.999348,2784.0,1.003296,2795.0,1.001322,18.860102,134,2_240_100
25882,100,2,250,0.0,0,0.999707,562595.83,,,0.999348,2784.0,1.003296,3493.75,1.001103,15.009642,135,2_250_100
26073,100,2,260,0.0,0,0.999707,571482.58,,,0.999348,2784.0,1.003296,3493.75,1.001103,13.699532,136,2_260_100
26264,100,2,270,461721.38,-1,1.000066,642827.37,,,0.999707,11140.0,1.003296,698.75,1.003085,-15.180111,137,2_270_100
26455,100,2,280,439295.55,-1,1.000066,665253.2,,,0.999707,5570.0,1.004014,2797.0,1.002578,-30.339956,138,2_280_100
26646,100,2,290,458350.54,-1,1.001501,665698.93,,,1.001501,3487.5,1.004014,2797.0,1.002897,-19.350052,139,2_290_100
26837,100,2,300,405280.72,-1,1.002219,789723.52,0.999707,0.999707,1.002219,2010.24,1.003296,251.55,1.003177,-22.559761,140,2_300_100
27028,100,2,310,387562.92,-1,1.002219,807441.32,0.999707,0.999707,1.002219,1451.84,1.003296,8776.3,1.002372,-15.11991,141,2_310_100
27219,100,2,320,387562.92,-1,1.002219,807441.32,0.999707,0.999707,1.002219,1451.84,1.003296,10844.6,1.002347,-0.6598234,142,2_320_100
27410,100,2,330,353074.5,-1,1.001142,810867.87,0.999707,0.999707,1.001142,3346.8,1.002219,15104.72,1.001338,19.379854,143,2_330_100
27601,100,2,340,0.0,0,0.999707,724006.09,0.999707,0.999707,0.99863,15495.74,1.001142,49755.76,0.999228,44.380424,144,2_340_100
27792,100,2,350,0.0,0,0.999707,724006.09,0.999707,0.999707,0.998989,9462.2,1.001142,4880.75,1.000411,32.229424,145,2_350_100
27983,100,2,360,0.0,0,0.999707,724006.09,0.999707,0.999707,0.998989,9462.2,1.001142,3486.25,1.000563,11.50012,146,2_360_100
28174,100,2,370,0.0,0,0.999707,724006.09,0.999707,0.999707,0.998989,17449.41,1.001142,3486.25,1.000784,24.039745,147,2_370_100
28365,100,2,380,386420.73,-1,1.00186,808583.5,0.999707,0.999707,1.00186,2791.0,1.004014,14740.19,1.002204,9.5796585,148,2_380_100
28556,100,2,390,402634.19,-1,1.002578,806299.13,0.999707,0.999707,1.002937,2794.0,1.004014,24641.57,1.003047,-1.7297268,149,2_390_100
28747,100,2,400,404918.56,-1,1.003296,804014.76,0.999707,0.999707,1.003296,8385.0,1.004014,21844.57,1.003495,-5.3602457,150,2_400_100
28938,100,2,410,404918.56,-1,1.003296,804014.76,0.999707,0.999707,1.003296,8385.0,1.004014,21844.57,1.003495,-6.440282,151,2_410_100
29129,100,2,420,342516.25,-1,1.000425,821426.12,0.999707,0.999707,1.000425,2787.0,1.003296,3885.05,1.001626,12.789965,152,2_420_100
29320,100,2,430,344717.05,-1,1.001142,819225.32,0.999707,0.999707,1.000783,14971.56,1.003296,2795.0,1.002902,-11.429787,153,2_430_100
29511,100,2,440,341931.23,-1,1.001142,822011.14,0.999707,0.999707,1.000783,20547.56,1.003296,2795.0,1.002996,-8.4501505,154,2_440_100
29702,100,2,450,344215.6,-1,1.001501,819726.77,0.999707,0.999707,1.001142,17765.93,1.003296,2795.0,1.003004,-6.4998865,155,2_450_100
29893,100,2,460,329200.04,-1,1.001501,834742.33,0.999707,0.999707,1.001142,17765.93,1.003296,2795.0,1.003004,-8.379817,156,2_460_100
30084,100,2,470,323628.41,-1,1.001501,840313.96,0.999707,0.999707,1.001142,14976.93,1.003296,2795.0,1.002958,-14.330149,157,2_470_100
30275,100,2,480,79646.52,-1,1.001501,1087081.67,0.999707,1.000783,1.001142,17765.93,1.003296,2795.0,1.003004,-18.600225,158,2_480_100
30466,100,2,490,110708.38,-1,1.00186,1087081.67,0.999707,1.000783,1.001501,9374.4,1.002937,20759.42,1.001949,-8.649826,159,2_490_100
30657,100,2,500,110708.38,-1,1.00186,1087081.67,0.999707,1.000783,1.001501,18804.6,1.002937,19781.52,1.002202,-11.9102,160,2_500_100
30848,100,2,510,79646.52,-1,1.001501,1087081.67,0.999707,1.000783,1.001501,18804.6,1.002937,12628.88,1.002361,-9.36985,161,2_510_100
31039,100,2,520,79646.52,-1,1.001501,1087081.67,0.999707,1.000783,1.001501,19362.6,1.002937,16680.18,1.002273,-7.969737,162,2_520_100
31230,100,2,530,110708.38,-1,1.00186,1087081.67,0.999707,1.000783,1.001142,1506.06,1.00186,1339.68,1.001523,6.840229,163,2_530_100
31421,100,2,540,69004.7,-1,1.001142,1094937.67,0.999707,0.999707,1.001142,195.23,1.00186,19592.82,1.00115,-11.99007,164,2_540_100
31612,100,3,0,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000427,3559.11,1.0,-4.799962,165,3_0_100
31803,100,3,10,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000427,3559.11,1.0,-4.429817,166,3_10_100
31994,100,3,20,0.0,0,0.999339,119965.33,,,0.999339,6283.68,1.000064,1379.0,0.999933,-3.809929,167,3_20_100
32185,100,3,30,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000064,1379.0,0.999919,-0.45001507,168,3_30_100
32376,100,3,40,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000064,1379.0,0.999919,-0.92983246,169,3_40_100
32567,100,3,50,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000064,1379.0,0.999919,-0.01013279,170,3_50_100
32758,100,3,60,0.0,0,0.999339,119965.33,,,0.999339,5512.0,1.000064,1379.0,0.999919,1.2302399,171,3_60_100
32949,100,3,70,0.0,0,0.999339,119965.33,,,0.999339,4547.4,1.000064,1379.0,0.999895,-3.6501884,172,3_70_100
33140,100,3,80,0.0,0,0.999339,119965.33,,,0.999339,4547.4,1.000064,1379.0,0.999895,-0.32007694,173,3_80_100
33331,100,3,90,0.0,0,0.999339,119965.33,,,0.999339,4547.4,1.000064,1379.0,0.999895,-1.630187,174,3_90_100
33522,100,3,100,0.0,0,0.999339,119965.33,,,0.999339,4547.4,1.000064,1379.0,0.999895,-3.939867,175,3_100_100
33713,100,3,110,0.0,0,0.999339,119965.33,,,0.999339,10059.4,1.000064,1379.0,0.999977,-1.7899275,176,3_110_100
33904,100,3,120,0.0,0,0.999339,119965.33,,,0.999339,10059.4,1.000064,1379.0,0.999977,-3.4099817,177,3_120_100
34095,100,3,130,0.0,0,0.999339,119965.33,,,0.999339,440.96,1.000064,1379.0,0.999515,0.23961067,178,3_130_100
34286,100,3,140,0.0,0,0.999339,119965.33,,,0.999339,3224.52,1.000064,1379.0,0.999847,7.029772,179,3_140_100
34477,100,3,150,0.0,0,0.999339,119965.33,,,0.999339,3389.88,1.000064,1903.02,0.999803,12.719631,180,3_150_100
34668,100,3,160,0.0,0,0.999339,119965.33,,,0.999339,633.88,1.000064,1903.02,0.99952,19.270182,181,3_160_100
34859,100,3,170,0.0,0,0.999339,119965.33,,,0.999339,9811.36,1.000064,4661.02,0.99983,14.280081,182,3_170_100
35050,100,3,180,0.0,0,0.999339,119965.33,,,0.999339,9811.36,1.000064,7419.02,0.999752,15.720129,183,3_180_100
35241,100,3,190,0.0,0,0.999339,123550.5,,,0.999339,4905.68,1.000064,7419.02,0.999628,15.519857,184,3_190_100
35432,100,3,200,0.0,0,1.000064,123550.5,,,1.000064,10452.82,1.000789,2760.0,1.000638,5.979538,185,3_200_100
35623,100,3,210,0.0,0,1.000789,123550.5,,,1.000789,4057.2,1.001514,2762.0,1.001221,-12.40015,186,3_210_100
35814,100,3,220,0.0,0,1.001152,123550.5,,,1.001152,7703.19,1.001877,5249.7,1.001583,-18.749832,187,3_220_100
36005,100,3,230,0.0,0,1.001152,123550.5,,,1.001152,5522.0,1.001877,11383.56,1.001389,-7.879734,188,3_230_100
36196,100,3,240,0.0,0,1.001152,123550.5,,,1.001152,5522.0,1.001877,8620.56,1.001435,-18.09001,189,3_240_100
36387,100,3,250,0.0,0,1.000064,159429.79,,,1.000064,1158.36,1.001514,331.44,1.001192,-16.030073,190,3_250_100
36578,100,3,260,0.0,0,1.000064,159429.79,,,1.000064,1158.36,1.001514,331.44,1.001192,-7.5900555,191,3_260_100
36769,100,3,270,0.0,0,0.999701,159429.79,,,0.999701,634.11,1.000427,1379.5,0.99993,5.199909,192,3_270_100
36960,100,3,280,0.0,0,0.999701,159429.79,,,0.999701,634.11,1.001514,12788.06,0.999787,-7.330179,193,3_280_100
37151,100,3,290,0.0,0,1.000427,167758.42,,,1.000427,7890.74,1.001514,10026.06,1.000906,-17.25018,194,3_290_100
37342,100,3,300,0.0,0,0.999701,344093.66,0.999701,0.999701,0.999701,634.11,1.001514,9998.44,0.99981,-5.810261,195,3_300_100
37533,100,3,310,0.0,0,0.999701,344093.66,0.999701,0.999701,0.999701,634.11,1.001514,7705.98,0.999839,-6.1297417,196,3_310_100
37724,100,3,320,0.0,0,0.999701,344093.66,0.999701,0.999701,0.999701,9346.23,1.001514,7705.98,1.000696,-16.310215,197,3_320_100
